"`_id`","title","author","publisher","`date`","price","content","category","score"
201,[예스리커버] 방구석 미술관 : 프리다 칼로 특별전,조원재 저,블랙피쉬,"2018년 08월","16,800원","“미술 문지방? 가볍게 넘는다!”낄낄 웃다 보면 빠져드는 미술 입덕 교양서미술 팟캐스트 독보적 1위 「방구석 미술관」요즘은 유명 화가들의 전시를 어렵지 않게 만날 수 있다. 하지만 막상 미술관을 찾아도, 감상은커녕 동물원 구경하듯 돌다 나오는 게 현실이다. 이참에 미술 좀 배워볼까 싶어 미술책을 꺼내 들면? 쏟아지는 미술 전문용어와 이론들에 흠씬 두들겨 맞고 바로 녹다운!여기, 높게만 느껴지는 ‘미술 문지방’을 가볍게 넘게 해줄 미술 입덕 교양서 『방구석 미술관』이 출간됐다. 저자 조원재는 미술 분야 팟캐스트 1위 「방구석 미술관」의 기획자이자 진행자로, 특유의 감칠맛 나는 스토리텔링으로 미술 이야기를 유쾌하게 전하고 있다. 저자는 미술을 제대로 즐기기 위해선 화가들의 삶부터 제대로 파헤쳐봐야 한다고 말한다. 그러면서 왠지 이질감 들고 주눅 들게 만드는 미술관 속 미술계 거장들을 ‘방구석’으로 불러내, 그들의 사생활부터 명화의 숨은 뒷얘기까지 탈탈 털어낸다.[절규]의 화가 뭉크가 평균 수명을 높인 장수의 아이콘이 된 사연, ‘영혼의 화가’ 반 고흐가 악마에게 영혼을 빼앗긴 속사정, 그림은 아는데 이름은 모르는 마네가 미술계 거장들의 ‘갓파더’인 이유, 20세기가 낳은 최고의 화가 피카소가 선배 미술을 훔치며 ‘노상강도’라는 소리까지 듣게 된 까닭까지, 우아하고 고상한 줄만 알았던 화가와 미술에 대한 실체를 낱낱이 파헤치며 유쾌한 미술 세계로 안내한다. 부담 없이 가벼운 마음으로 미술을 시작해보고 싶은가? 그렇다면, 망설이지 말고 『방구석 미술관』을 펼쳐보자. 미술계 거장들이 지금 당신이 있는 그곳의 방문을 두드릴 것이다.",미술일반/교양,"9.4"
202,추리 천재 엉덩이 탐정 4,트롤 글그림/김정화 역,미래엔아이세움,"2017년 08월","12,000원","굴로 “뿡!”, 방귀를 “뿡!”입으로 뀌는 ‘방귀’로 사건을 해결하는 ‘추리 천재 엉덩이 탐정’이 새로운 이야기로 찾아왔다!인생 최대의 라어벌 ‘괴도 유’를 만난 엉덩이 탐정!엉덩이 탐정 vs 괴도 유, 이 한판 대결의 승자는 과연 누구일까?이번 사건도 우리의 추리 천재, IQ 1,104의 엉덩이 탐정이 척척 해결한다! 다들, 코 막을 준비!!!“흠흠, 염려 마십시오……. ‘별밤의 빛’은 아직 도둑맞지 않았습니다.” 첫 번째 사건: 괴도 vs 탐정 대결 사건 아이큐 1,104의 추리 천재, 엉덩이 탐정! 어느 날, 엉덩이 탐정 사무소에 새로운 의뢰인이 찾아온다. 사무소 문을 열고 들어온 사람은 ‘큰염소’ 가문의 집사 ‘염바스찬’! 염바스찬은 엉덩이 탐정에게 카드 한 장을 내밀며 부디 이 사건을 해결해 달라고 부탁한다. 카드는 바로 변장의 귀재 ‘괴도 유’가 보낸 예고장! 오늘 밤 12시에 큰염소 가문의 보물인 ‘별밤의 빛’을 가지러 오겠다는 예고장을 본 엉덩이 탐정은 사건을 맡기로 하고, 대염소 가문 저택으로 향한다. 그러나 두 사람을 반갑게 맞아 주는 대염소 가문의 외동딸 ‘별이’와는 달리 주인 대염소는 엉덩이 탐정과 브라운을 차갑게 대하고, 엎친 데 덮친 격으로 대염소 저택을 다 둘러보기도 전에 저택에 수상한 소포까지 날아드는데……. 과연, 엉덩이 탐정은 괴도 유에게서 대염소 가문의 보물인 ‘별밤의 빛’을 지킬 수 있을까? 두 번째 사건: 이야기 속 이야기-브라운의 학창 시절 평화로운 어느 날, 브라운은 엉덩이 탐정 사무소를 청소하다 사진 한 장을 발견한다. 사진은 ‘견공 경찰 학교’ 입학식 날 엉덩이 탐정과 브라운이 함께 찍은 것. 브라운은 청소를 하다 말고 옛 추억에 잠긴다. 브라운이 아직 두 발로 서지도 못하고 말도 하지 못하던 시절, 브라운은 훌륭한 견공 경찰이 되기 위해 견공 경찰 학교에 입학한다. 말티즈 서장의 짧은 입학 환영 인사에 이어 세상 가장 말 많은 견공인 교장 선생님의 인사말이 이어지고, 끝날 기미가 없는 교장 선생님 말씀 때문에 신입 견공들은 점차 정신이 혼미해진다. 그때, 어디선가 혜성처럼 들려온 기운찬 한마디! “여러분! 눈을 뜨세요!” 목소리의 주인공은 견공 경찰 학교 선생님이자 브라운의 담임 선생님이 될 ‘나씽씽’. 브라운은 나씽씽 선생님과 친구들과 함께 정신없는 학교생활을 시작하는데……. 과연 브라운은 견공 경찰 학교를 잘 마칠 수 있을까?",그림/동화책,"9.2"
203,전생했더니 슬라임이었던 건에 대하여 14 일반판,후세 저/밋츠바 그림/도영명 역,소미미디어,"2019년 09월","10,000원",제국의 침략을 가볍게 물리친 리무루는 더 이상 전쟁을 하고 싶지 않아 제국의 수도로 들어가 근원을 없애기로 한다. 사전 계획은 제국 간부로 취임한 유우키가 쿠데타를 일으켜 황제의 자리를 찬탈하는 것이었다.하지만 리무루는 알게 된다. 선발군과 비교가 되지 않을 정도로 실력을 갖춘 제국의 전력들을…….,라이트 노벨,"8.6"
204,"2020 30일 완성 손진숙 영문법 900제",손진숙 저,원더북스,"2019년 07월","23,000원","『2020 30일 완성 손진숙 영문법 900제』 는 공무원 시험 대비를 위한 수험/학습서로 공무원 영어 과목에 대해 다루고 있다. 이 책은 공무원 영문법 학습을 위하여 600개의 주요 문장을 분석함으로서 공무원 영문법의 핵심 포인트를 전달하도록 하였으며, 또한 빈칸, 어법, 영작 등 영문법 주요 문제 유형으로 이루어진 실전 300문제를 수록하여 학습한 내용을 바탕으로 문제 풀이를 할 수 있다. 여기에 상세한 해설을 참고하여 정답 및 오답에 대해 살피고 해당 개념들에 대한 이해를 돕고자 하였으며, 고난도 문제를 함께 수록함으로서 수험자들의 문제 해결력 상승에도 도움을 주려 하였다.",영어,"8.6"
205,시그널,피파 맘그렌 저/조성숙 역,한빛비즈,"2019년 05월","19,500원","잡지 표지·슈퍼마켓·항의시위세상 모든 것이 경제 시그널이다!당신은 이제 막 슈퍼마켓에 도착했다. 가만 보니 늘 먹던 초콜릿 바가 두 칸 정도 줄어든 거 같다. 시리얼 상자도 묘하게 가벼워진 것 같다. 어라, 며칠 전 가격이 올라서 망설였던 참치캔은 반값 세일을 하고 있다. 이게 다 무슨 일이지? 이것들이 의미하는 것이 무엇일까? 바로 인플레이션 압박이 늘어나고 있음을 보여주는 신호이다. 이렇듯 우리 주위에는 눈을 똑바로 뜨기만 해도 알 수 있는 경제 시그널이 있다. 이 책 『시그널』은 일상의 작은 신호를 포착하여 다가올 세계 경제의 풍랑 속에서 좀 더 능동적으로 대처할 수 있게 해준다. 내일의 경제로 향하는 당신의 항해를 한결 수월하게 해주는 것이 이 책의 목표다. 다른 신호도 살펴보자. 저자는 2009년 6월 패션잡지 [보그] 영국판 표지를 예로 든다. 세계 최고의 모델 나탈리아 보디아노바의 전라 모습이 등장했다. 무언가 이상하지 않은가? 세계 패션을 선도하는 잡지가 표지에 그 어떤 패션도 담고 있지 않다니 말이다. 천 쪼가리 하나 내비치지 않은 [보그]의 표지는 변화와 불확실성에 대한 감지와 반영이다. 저자는 말한다. 토스트 타는 냄새가 나면 얼른 일어나 토스터를 꺼야 하는 것처럼, 우리는 세계 경제가 보내는 신호에도 빨리 반응해야 한다. 세계 경제는 우리 생활 전체에 뿌리까지 영향을 미치기 때문이다. 그렇다면 일단은 신호를 포착하고 해석하는 능력부터 길러야 한다. 이제부터 시작해보자.",각국 경제/경제사/전망,"9.1"
206,"2020 이동기 영어 세트",이동기 편저,에스티유니타스,"2019년 06월","45,000원","『2020 이동기 영어 세트』 는 공무원 시험 대비를 위한 수험/학습서로 공무원 영어 과목에 대해 다루고 있다. 이 책은 1권 문법, 2권 독해, 3권 어휘&생활영어로 구성된 총 3권의 세트 도서로, 1권에서는 공무원 시험의 문법 문제로 출제되는 요소들을 빠짐없이 다루었으며 문장의 해석을 위해 필요한 문법 개념들을 이해할 수 있도록 하였다. 2권은 시험에 등장하는 독해 문제 유형을 4가지로 분류함으로서 각 유형별 독해의 원리에 기반한 독해법을 배우고, 실제 기출문제를 통해 수험자들이 해당 독해법을 적용하여 문제를 풀 수 있도록 구성하였다. 더불어 3권에서는 기출 분석을 기반으로 그동안 출제되었던 3,000여 개의 어휘와 함께 핵심 동사구, 표현, 필수 생활영어를 정리할 수 있도록 하였다.",영어,"9.3"
207,벌새,"김보라,최은영,남다은,김원영,정희진,앨리슨 벡델 저",arte(아르테),"2019년 08월","17,000원","무삭제 시나리오, 영화와 사회를 함께 '읽는' 네 개의 시선, 여성, 서사 창작자로서 앨리슨 벡델과 나눈 김보라 감독의 대담까지 [벌새]를 만나는 가장 오롯한 방법 베를린국제영화제, 트라이베카영화제, 부산국제영화제 등 국내외 유수의 영화제에서 수상하며 화려한 등장을 알린, 영화 [벌새]를 책으로 만난다. 영화 [벌새]는 성수대교가 무너지고 김일성이 사망한 1994년, 중학생인 은희가 거대하고 알 수 없는 세상을 자신만의 방식으로 만나는, 작지만 힘 있는 날갯짓으로 사랑하기 위해, 사랑받기 위해 분투하는 한 시절의 이야기를 담담한 시선으로 그려 냈다. 개인의 삶과 시대가 서로 교차하는 시공간으로서 영화 [벌새]는 에드워드 양 감독의 [하나 그리고 둘]을 떠올리게 한다. 책으로 출간되는 『벌새-1994년, 닫히지 않은 기억의 기록』은 영화 [벌새]에서 출발하지만 영화 안팎의 세계를 섬세하게 짚어 내고 확장하며, 1994년의 사회와 오늘, 예술과 현실을 연결하는 책이다. 영화에서는 편집된 40여 분가량이 그대로 담긴 오리지널 시나리오와 감독의 말은 [벌새] 속 서사와의 보다 내밀한 만남으로 초대한다. 『펀 홈』과 ‘벡델테스트’로 잘 알려진 미국의 그래픽노블 작가 앨리슨 벡델과 김보라 감독이 직접 만나 여성 서사, 개인적 경험과 사회적 경험을 함께 다루는 창작자로서 나눈 대담에는 시대와 공간, 매체를 뛰어 넘어 예술가로서, 시대라는 물살 안에서 역동하는 개인으로서의 진솔한 고민들이 담겨 있다. 영화와 사회를 함께 읽어 내는 네 편의 글은 성수대교가 붕괴하고 김일성이 사망한 영화 속 시공간을 이미 닫힌 ‘역사’가 아닌, 여전히 살아 있는 현재로 불러낸다. 김일성 사망과 성수대교 붕괴로 기억되는 1994년, 중학생 은희에게 세상은 낯설고 알기 어렵다. 하지만 그 ‘낯선 세상’은 오늘 우리에겐 너무나 익숙한 곳이다. “나는 노래방 대신 서울대 간다!”를 외치게 하는 담임선생님, 가족 모두 합심해 오빠를 외고에 보내야 한다는 아빠, 짊어진 불안과 압력을 여동생에게 분출하는 오빠, 일터와 가정에서 노동하며 고단한 엄마, 서툰 사랑 말고는 삶의 의미를 찾지 못하는 언니. 시험을 잘 보면 캘빈클라인을 받지만, 부모님이 이혼하면 누구와 살아야 할지 고민하는 친구. 등굣길 지나치는 철거민들이 내건 “우리는 죽어도 여기서 나갈 수 없다”는 현수막과 “김일성은 안 죽는 사람인 줄 알았”던 사람들, 그리고 무너진 다리 앞에서 제대로 슬퍼할 수도 없는 사람들. 그 시간을 지나온 ‘은희의 세계’는 2019년 지금, 어떤 모습일까?",영화이야기/비평,"10.0"
208,책과 노니는 집,이영서 글/김동성 그림,문학동네,"2009년 01월","10,500원","제9회 문학동네어린이문학상 대상 수상작. 조선 시대 천주교 탄압이라는 역사적 사건을 배경으로 한 이 작품은 필사쟁이의 삶을 통해 사회와 개인의 이데올로기, 지식계층과 일반 백성들의 생활사 및 문제의식 등을 내밀하면서도 섬세하게 그려낸 역사 동화책이다.주인공 장이의 아버지는 필사쟁이로, 밤낮 가리지 않고 언문(한글) 이야기책을 비롯해 수많은 한자 책을 베껴 쓰며 생활을 이어 나간다. 그런데 어느 날, 천주학 책을 필사했다는 이유로 천주학쟁이라는 오명을 쓰고 관아에 끌려간다. 장이의 아버지는 장독이 오를 만큼 매를 맞고 나와 산송장처럼 누워 사경을 헤맨다.한순간에 불어 닥친 태풍 앞에서 가진 것 없는 장이네 부자는 속수무책일 수밖에 없다. 이와 같은 이야기를 역사적 사실을 바탕으로 탄탄한 구성력을 발휘해 깔끔한 문장과 세련된 묘사로 이야기를 구성해냈다. 장이의 캐릭터를 비롯해 인물 하나하나의 특성이 눈앞에 그려지듯 생생하게 다가오는 작품이다.",그림/동화책,"9.5"
209,어둠의 실력자가 되고 싶어서! 1,아이자와 다이스케 저 / 토자이 그림,서울미디어코믹스(서울문화사),"2019년 09월","12,000원","제9회 문학동네어린이문학상 대상 수상작. 조선 시대 천주교 탄압이라는 역사적 사건을 배경으로 한 이 작품은 필사쟁이의 삶을 통해 사회와 개인의 이데올로기, 지식계층과 일반 백성들의 생활사 및 문제의식 등을 내밀하면서도 섬세하게 그려낸 역사 동화책이다.주인공 장이의 아버지는 필사쟁이로, 밤낮 가리지 않고 언문(한글) 이야기책을 비롯해 수많은 한자 책을 베껴 쓰며 생활을 이어 나간다. 그런데 어느 날, 천주학 책을 필사했다는 이유로 천주학쟁이라는 오명을 쓰고 관아에 끌려간다. 장이의 아버지는 장독이 오를 만큼 매를 맞고 나와 산송장처럼 누워 사경을 헤맨다.한순간에 불어 닥친 태풍 앞에서 가진 것 없는 장이네 부자는 속수무책일 수밖에 없다. 이와 같은 이야기를 역사적 사실을 바탕으로 탄탄한 구성력을 발휘해 깔끔한 문장과 세련된 묘사로 이야기를 구성해냈다. 장이의 캐릭터를 비롯해 인물 하나하나의 특성이 눈앞에 그려지듯 생생하게 다가오는 작품이다.",라이트 노벨,
210,내일은 실험왕 47,"스토리 a. 글/홍종현 그림/이창덕,박완규 감수",미래엔아이세움,"2019년 08월","12,800원","감염과 전염병의 정의, 생물속생설, 예방 접종, 슈퍼 박테리아,전염병의 종류, 크로마토그래피, 병원체와 전염 매개, 방역 방법 등감염과 전염병에 관한 다양한 과학 상식을 쉽고 재미있게 만나 보세요!『내일은 실험왕』 47권에서는 ‘감염’과 ’전염병’에 관한 과학 정보를 한눈에 보여 주는 실험이 펼쳐집니다. 대결 속 다양하고 재미있는 실험을 통해 감염과 전염병의 정의, 생물속생설, 예방 접종, 병원체와 전염 매개 등에 대해 이해하고 이와 관련된 다양한 과학 정보를 익힐 수 있습니다. 뿐만 아니라 현직 과학 교사와 과학 전문 교육 기관의 세밀한 감수를 바탕으로, 초등학교 5학년 1학기 과학 교과서 5. 다양한 생물과 우리 생활 단원에서 다루고 있는 세균의 정의, 초등학교 5학년 2학기 과학 교과서 1. 생물과 환경 단원에서 다루고 있는 생태계와 환경 등을 통해 교과서 속 핵심 원리를 알기 쉽게 정리하여 학습 효과를 높였습니다. 또한 정보 페이지 ‘집에서 실험하기’에서는 누구나 따라 할 수 있는 간단한 실험을 통해 세제의 역할을 이해하고, ‘세상을 바꾼 과학자’에서는 생물속생설을 증명한 과학자들에 대해 알아봅니다. ‘생활 속의 과학’에서는 여러 가지 전염병을 살펴보고, ‘과학실에서 실험하기’에서는 물방울 현미경 실험을 통해 현미경에 관해 알아봅니다. ‘대결 속 실험하기’에서는 크로마토그래피를 이용하여 색소를 분리하는 방법에 대해 살펴보고, ‘실험왕 핵심 노트’에서는 감염과 전염병에 대한 학습 정보를 요약하여 정리했습니다. 어려운 과학 정보를 이야기로 재미있게 접하고, 정보 페이지에서는 본문에서 접한 개념을 다시 한 번 정리하여 흥미와 학습 모두를 『내일은 실험왕』 한 권으로 잡을 수 있을 것입니다.",과학/환경,"10.0"
211,읽으면서 바로 써먹는 어린이 퀴즈,한날 글그림,파란정원,"2019년 04월","12,000원","어린이 퀴즈 대회를 시작합니다!학교 퀴즈 대회에서 꼴찌를 하게 된 찹이. 분명 꿈에서는 퀴즈 대회 1등이었는데, 찹이에게 퀴즈란 너무 어렵기만 합니다. 이런 찹이에게 친구들은 다른 학교와 대결하는 어린이 퀴즈 대회에 나가자고 합니다. 학교에서도 꼴찌인데, 학교 대항전이라니……. 친구들은 찹이에게 한 달 동안 퀴즈를 푸는 노하우를 알려주며 함께 공부해 갑니다. 그리고 시작된 어린이 퀴즈 대회. 찹이는 이번 대회에서 꼴찌를 면할 수 있을까요? 귀여운 찹이 패밀리와 즐거운 퀴즈 여행을 떠나요. 찹이 패밀리와 지루할 틈 없이 다양한 퀴즈도 풀고, 수백 명의 찹이 속에 숨어 있는 진짜 찹이도 찾아보세요. 한번 시작하면 끝을 봐야 덮을 수 있는 퀴즈 책. 우리 같이 시작해 볼까요!맛있는 공부 스무 번째 이야기 『읽으면서 바로 써먹는 어린이 퀴즈』에서는 퀴즈 대회 꼴찌 찹이와 함께 20라운드의 다양한 퀴즈를 풀어 보며 순발력과 집중력을 키우고, 끝까지 답을 찾아 이런저런 창의적인 생각을 이어가며 성취감을 갖게 합니다. 또한, 잘 알지 못하는 것을 찾아보고 새로운 것을 알아가는 즐거움도 느끼게 합니다.",학습일반,"9.8"
212,한글 12주 세트,스티브 맥 그림,삼성출판사,"2016년 12월","15,000원","한글에는 정확한 학습법이 있다.한글은 과학적으로 만들어진 소리 글자입니다. 원리를 이해하면 12주에 깨칠 수 있습니다.세종대왕은 한글을 만들고 “지혜로운 사람은 아침나절이 지나기 전에 이를 해석하고, 어리석은 사람도 열흘이면 배울 수 있다.”라고 했습니다. 한글은 우리 말소리를 표현하기 위해 만들어진 간단한 기호이기 때문입니다. 알맞은 시기에 창제 원리에 맞게 배우면 너무도 쉽게 깨칠 수 있습니다. 따라서 『한글12주』는 말소리를 익힌 만 4세 이후에 시작해야 합니다. 먼저 사과를 보고 ‘사과’라고 소리 낼 수 있어야 합니다. 그래야 소리에 해당하는 자음과 모음을 조합해 자신이 아는 의미의 ‘사과’ 글자를 쓸 수 있는 것이지요. 과학적으로 정확하게 만들어져 세계 어떤 문자보다도 쉽게 배울 수 있는 한글, 12주면 충분합니다.",유아 한글/말배우기,"9.2"
213,이기적 유전자 The Selfish Gene,"리처드 도킨스 저/홍영남,이상임 역",을유문화사,"2018년 10월","20,000원","과학을 넘어선 우리 시대의 고전, 『이기적 유전자』 40주년 기념판 리처드 도킨스의 ‘새로운 에필로그’ 수록 새로운 디자인으로 다시 태어난 세계적 베스트셀러 현대 생물학의 새로운 지평을 연 세계적인 석학 리처드 도킨스의 대표작 『이기적 유전자』의 40주년 기념판이 출간되었다. 진화론의 새로운 패러다임을 제시한 이 책은 다윈의 ‘적자생존과 자연선택’이라는 개념을 유전자 단위로 끌어내려 진화를 설명한다. 2013년 영국의 정치평론지 『프로스펙트』지가 독자들의 투표로 선정하는 ‘세계 최고의 지성’ 1위에 오른 바 있는 도킨스는 일찍이 촉망받는 젊은 과학자로 간결한 문체와 생생한 비유, 논리적인 전개를 갖춘 글로 능력을 인정받아 왔다. 도킨스는 자신의 동물행동학 연구를 진화의 역사에서 유전자가 차지하는 중심적 역할에 대한 좀 더 넓은 이론적 맥락과 연결시키기 시작했는데, 그 결과가 바로 『이기적 유전자』(초판 1976년, 개정판 1989년, 30주년 기념판 2006년, 40주년 기념판 2016년)다. 『이기적 유전자』는 처음 출간되었을 당시 과학계와 일반 대중들에게 폭발적인 반향을 불러일으키며 세기의 문제작으로 떠올랐다. 혁신적인 통찰에 더해 사람의 마음을 휘어잡는 뛰어난 문장력과 명쾌한 구성력 또한 보여 주는 이 책은 명실상부 과학 교양서의 바이블로 일컬어지기에 손색이 없다. 또 최재천 이화여대 석좌교수가 “한 권의 책 때문에 인생관이 하루아침에 뒤바뀌는 경험을 한 적이 있는가? 내게는 『이기적 유전자』가 바로 그런 책이다”라고 말했던 것처럼, 이 책은 무엇보다 인간의 본질에 대한 근원적인 물음을 던지며 독자에게 큰 울림을 준다는 점에서 과학 책을 넘어 인생의 어느 지점에서 한 번쯤 읽어봐야 할 책으로 자리 잡았다. 이제 한국 독자들도 40년이라는 세월의 검증을 거치며 그 중요성과 깊이를 더욱더 확고하게 인정받은 『이기적 유전자』의 최신 판본을 만나볼 수 있게 되었다. 이번 40주년 기념판에 새롭게 수록된 에필로그에서 도킨스는 여전히 ‘이기적 유전자’라는 개념이 갖고 있는 지속적인 타당성을 이야기하며 이 책이 전하는 메시지를 되새긴다. 새로운 에필로그를 수록하는 것은 물론 새로운 디자인과 휴대하기 좋은 판형으로 갈아입은 40주년 기념판을 통해 독자들은 『이기적 유전자』가 주는 울림을 더욱더 선명하게 느낄 수 있을 것이다.",유전자/진화/바이러스,"8.7"
214,희망 버리기 기술,마크 맨슨 저/한재호 역,갤리온,"2019년 09월","16,000원","13개국 종합 1위! 800만 부 『신경 끄기의 기술』 후속작!희망을 잃어버린 시대, 희망에 관한 도발적 탐구“희망을 버려, 행복을 찾지 마, 고통을 선택해” 삶의 의미와 목적을 찾는 리얼리스트가 되는 법자기계발서의 패러다임을 바꾼 문제적 작가 마크 맨슨이 『희망 버리기 기술』로 돌아왔다. 전작에서 무한 긍정의 시대는 끝났다는 선언과 함께 중요한 건 ‘포기하고 내려놓는 법’이라고 말했던, 그가 이번에는 ‘희망 버리기’라는 도발적인 주제로 돌아왔다. 그는 수많은 선택지와 기회비용 앞에서 인생의 목적을 잃어버린 채 방황하는 현대인의 문제를 정확히 포착하고 진단한다. 수많은 이들이 삶의 의미를 잃어버리고 방황하는 시대에 지속 가능한 희망은 무엇인가에 대한 물음과 탐구가 담겨있다.역사상 가장 진보된 세상을 살고 있지만 우울증과 불안을 경험하는 사람은 늘어났고, 진보의 역설 속에서 우리는 희망의 위기를 겪고 있다. 우리는 왜 이토록 방황하는가. 이 문제를 파악하기 위해 역사, 철학, 심리, 종교 등 다방면으로 세계가 진보해온 과정을 살펴보고 희망의 속성을 진단한다. 그 결과 불편한 진실을 마주한다. 희망이 자기 파괴적이라는 것, 삶에서 고통은 없앨 수 없다는 것이다. 엉망진창인 세상에서 흔들리지 않고 나아가길 원하는가? 희망을 버리고 고통을 선택할 때, 지속 가능한 삶의 목적과 가치를 찾을 수 있을 것이다.",처세술/삶의 자세,"9.2"
215,설민석의 한국사 대모험 8,"스토리박스,설민석 글/정현희 그림",아이휴먼,"2018년 10월","10,500원","이순신 장군을 만나 고구려의 위기를 극복할 해답을 찾아라! 온달은 과연 어떤 방법을 찾아올까요? 드디어 부마 경쟁이 시작됩니다! 온달이는 평강이와 화해하고 부마 경쟁에서도 승리할 수 있을까요? 재미있는 스토리와 다양한 한국사 이야기를 통해 어린이들에게 지식과 감동, 재미를 심어준 『설민석의 한국사 대모험』 시리즈의 여덟 번째 이야기, ‘위기 극복 편’이 나왔습니다. 8권에서는 위기에 처한 온달과 평강이의 관계, 북방 민족의 침입으로 위기를 맞은 고구려 등 등장인물들에게 닥친 위기와 위기를 극복하기 위해 노력하는 온달이의 모습을 다루고 있습니다. 작은 오해와 고집으로 싸운 후 평강은 결국 대한민국을 떠나 고구려로 돌아갑니다. 하지만 평강, 설쌤, 로빈과 함께 지낸 시간이 정말 행복했던 온달은 평강과 설쌤을 그리워하며 후회합니다. 이때 온달 앞에 다시 나타난 설쌤의 도움으로 온달은 정체를 숨기고 평강의 부마를 선발하기 위한 부마 경쟁에 참가합니다. 아무런 도움도 받지 못하고 경쟁에서 이겨야하는 온달은 그동안 설쌤과 함께 했던 역사 여행을 떠올리며 차근차근 경쟁자들을 물리칩니다. 그리고 마지막 문제의 해결을 위해 시간의 문을 열고 명량해전이 벌어진 시대로 가게 됩니다. 온달은 평강이와 오해를 풀고 화해를 해야 하며, 부마 경쟁에서 승리하여 부마가 되어야하는 두 가지 목표를 가지고 있습니다. 시간 여행을 통해 처음보다 많이 성장한 온달이지만 혼자의 힘으로 극복하기에는 쉽지만은 않아 보입니다. 『설민석의 한국사 대모험』 8권은 부마 경쟁 시합을 통해서 1권부터 7권에서 함께 했던 역사적인 순간들을 복습할 수 있게 합니다. 그리고 세계 역사에서 가장 위대한 승리 중 하나로 꼽히는 명량해전에 대해 자세하게 다루어, 어린이들에게 위기의 순간을 현명하게 대처할 수 있는 용기와 안목을 길러줍니다. 설쌤과의 시간 여행을 통해 성장한 온달이만큼, 어린이 독자들도 『설민석의 한국사 대모험』 시리즈를 통해 성장했을 것입니다. 8권을 통해서 어린이 독자 스스로 성장했음을 확인하고, 한국사의 매력을 더욱 깊이 느낄 수 있는 시간을 가져보세요!",학습만화,"9.5"
216,"2019 하반기 최신판 위포트 SKCT SK종합역량검사 통합 기본서",위포트 연구소 저,위포트,"2019년 09월","20,800원","Yes24 취업/상식/적성검사 SK 부문 베스트셀러 81주 1위 위포트 SKCT SK종합역량검사 통합 기본서 출간!SKCT 5개년 최신 출제 경향을 완벽 반영하였고, 인지역량(수리, 언어, 직무) 유형별 공략 및 대표 기출 문제를 통해 문제 풀이 감각을 기를 수 있도록 하였다. 또한, 출제 난이도를 고려한 실전 동형 모의고사 3회와 직군별 모의고사(경영, 생산, 건설, 연구개발, 소프트웨어)를 수록하여 실전 감각을 기를 수 있도록 하였고, 실행역량과 심층역량의 출제 유형 공략법 및 모의검사 Full Set를 수록하여 필기 전형을 완벽 대비할 수 있도록 구성하였다.",기업별 직무적성검사,"10.0"
217,세상에서 제일 재밌는 종이접기,이원표 저,슬로래빗,"2018년 08월","14,000원","세상에서 제일 쉬운 시리즈 6권. 종이접기를 처음 시작하는 유아부터 수준 높은 작품을 원하는 성인까지 온 가족이 함께 볼 수 있는 175개 작품을 수록한 종이접기 대백과이다. 도안이 어려운 과정은 생생한 사진과 동영상을 함께 수록하여 쉽게 따라 할 수 있고, 작품별 접는 방법과 횟수에 따라 등급을 구분하여 작품을 고르기도 편하다. 종이접기가 두뇌 발달뿐만 아니라 눈과 손의 협응력, 집중력, 인내력, 창의력, 상상력 발달에 좋은 것은 널리 알려진 사실이다. 2차원의 평면 도안을 보며 3차원의 입체를 상상하기 때문에 시각적 인지 능력과 공간지각력 향상에도 도움이 된다. 하지만 가장 중요한 것은 새로운 작품에 도전하면서 성취감과 자신감을 얻는 것이다.",놀이로 키우기,"9.6"
218,수학도둑 72,송도수 글/서정 엔터테인먼트 그림,서울문화사,"2019년 09월","10,500원","4단계 시스템 수학으로 수학 실력 쑥쑥쑥! [1단계 : 기본편] 1~30권은 초·중등 교과과정을 종합하여 분류한 수와 연산, 도형, 측정, 확률과 통계, 규칙성, 문자와 식, 함수 등으로 구성되었고, 이를 바탕으로 개념이해력, 수리계산력, 원리응용력을 키울 수 있습니다. [2단계 : 심화편] 31~45권은 실생활 속에 숨겨진 수학 개념 및 원리와 수학의 역사 속에 나타났던 심화된 내용으로 구성되었습니다. 또한 원리응용력을 키우고, 복잡하고 어려운 문제도 차근차근 풀 수 있는 문제해결방법이 자세히 설명되어 있습니다. [3단계 : 창의편] 46~60권은 창의사고력을 강화시키고 수리논술의 기반을 튼튼히 하는 내용이 주축을 이룹니다. 이를 통해 수리논술의 기반을 튼튼하게 다지고, 비판적 사고를 포함한 의사소통력이 월등히 향상될 수 있습니다. 그리고 61권부터 시작되는 [4단계 : 종합편]에서는 기본편, 심화편, 창의편을 아울러 개념·원리·법칙·해법을 명확히 종합 정리하는 주제들로 구성하였습니다. 이를 통해 영역별 ·학년별로 종합 정리할 수 있습니다.",학습만화,"18,900"
